e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
31-Aug-2023 10:00 AM,21-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[Supply of Casurina Wooden Ballies]
																				[TCF/MM/6009/23][2023_CCI_166142_1]",Cement Corporation of India Limted||Tandur Cement Factory - CCI
31-Aug-2023 10:00 AM,21-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[Supply of Indian Standard Sand Grade  I]
																				[TCF/MM/2019/22/R][2023_CCI_166150_1]",Cement Corporation of India Limted||Tandur Cement Factory - CCI
29-Aug-2023 12:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,"[Procurement of Insulated Glass Cable at Bokajan Cement Factory of CCI]
																				[BKJ/MM/ E-4202/23-24][2023_CCI_165985_1]",Cement Corporation of India Limted||Bokajan Cement Factory - CCI
29-Aug-2023 11:00 AM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,"[Procurement of Current Collector Block  at Bokajan Cement Factory of CCI]
																				[BKJ/MM/E-4209/23-24][2023_CCI_165949_1]",Cement Corporation of India Limted||Bokajan Cement Factory - CCI
25-Aug-2023 11:00 AM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[Procurement of Pre-Heater Fan Motor-1( 185 KW) at CCI Bokajan Cement Factory]
																				[BKJ/MM/E-4094/23-24][2023_CCI_165659_1]",Cement Corporation of India Limted||Bokajan Cement Factory - CCI
25-Aug-2023 10:00 AM,18-Sep-2023 02:30 PM,19-Sep-2023 03:00 PM,"[Supply of DC Charge Panel]
																				[TCF/MM/4020/23][2023_CCI_165515_1]",Cement Corporation of India Limted||Tandur Cement Factory - CCI
24-Aug-2023 04:00 PM,21-Sep-2023 02:30 PM,23-Sep-2023 03:00 PM,"[Supply of Polyster Air Slide Fabric]
																				[TCF/MM/3093/23][2023_CCI_165570_1]",Cement Corporation of India Limted||Tandur Cement Factory - CCI
21-Aug-2023 03:30 PM,19-Sep-2023 02:30 PM,20-Sep-2023 03:00 PM,"[Supply of COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT FOR OTIS ELEVATOR INSTALLED AT CCI RAJBAN AS PER SCOPE OF WORK]
																				[RCF/Elect/3(14)/OTIS Elevator/AMC/ 2023-24        ][2023_CCI_165122_1]",Cement Corporation of India Limted||Rajban Cement Factory - CCI
21-Aug-2023 12:00 PM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,"[Procurement of Cement Mill ESP Control Panel at Bokajan Cement Factory of CCI]
																				[BKJ/MM/E-4201/23-24][2023_CCI_165121_1]",Cement Corporation of India Limted||Bokajan Cement Factory - CCI
21-Aug-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:30 PM,"[Tender for advertising agencies for wall and shop painting and high rise wall and shop]
																				[CCI/RO/HYD/MKTG/WALL PAINTING/01/23-24/][2023_CCI_165082_1]",Cement Corporation of India Limted||Tandur Cement Factory - CCI
16-Sep-2023 05:20 PM,30-Sep-2023 02:30 PM,30-Sep-2023 03:00 PM,"[Setting up of manufacturing assembly line for Smart Boards in CEL on Turnkey basis with assembly of 500nos. smart boards per month scalable up to 1000nos. smart boards per month]
																				[C-2(b)/RC/0500/0254/2023 ][2023_CEL_167971_1]",Central Electronics Limited
16-Sep-2023 05:00 PM,22-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[SUPPLY OF COUNTER PRESSURE RING AND REPAIRING OF DIE FOR COUNTER PRESSURE RING]
																				[206/00870/2023][2023_CEL_167961_1]",Central Electronics Limited
12-Sep-2023 12:00 PM,26-Sep-2023 03:00 PM,26-Sep-2023 03:30 PM,"[EOI FOR EMPANELMENT OF VENDORS FOR FABRICATION OF VARIOUS CRITICAL AND METALLIC COMPONENTS OF ELECTRONIC FUZES AND OTHER PIEZOELECTRIC PRODUCTS OF DEFENCE BUSINESS]
																				[C-2(b)/EOI/206/382/2023][2023_CEL_167315_1]",Central Electronics Limited
01-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[SUPPLY OF STEP DOWN INDUSTRIAL FURNACE TRANSFORMER]
																				[C-2(b)/RC/603/0225/2023][2023_CEL_166347_1]",Central Electronics Limited
01-Sep-2023 01:00 PM,20-Sep-2023 02:30 PM,20-Sep-2023 03:00 PM,"[SUPPLY OF LITHIUM CARBONATE]
																				[C-2(b)/RC/602/3462/2023][2023_CEL_166339_1]",Central Electronics Limited
14-Sep-2023 05:30 PM,27-Sep-2023 11:00 AM,28-Sep-2023 11:30 AM,"[Reconstruction of drain at Avenue-1 and revamping the drain near SR oil pit area]
																				[Re-construction, revamping drain at Ave-1, oil pit][2023_CSL_167702_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Civil - CSL
13-Sep-2023 10:00 AM,20-Sep-2023 09:00 AM,21-Sep-2023 10:00 AM,"[ARC FOR SUPPLY OF COMMERCIAL NITROGEN IN RETURNABLE CYLINDERS ]
																				[CSL/MAT/CNS/NITROGEN/33/2023][2023_CSL_167399_2]",Cochin Shipyard Limited||HQ CSL (Kochi)||Materials - CSL
12-Sep-2023 05:50 PM,19-Sep-2023 09:00 AM,20-Sep-2023 11:00 AM,"[ARC FOR SUPPLY OF LIQUID NITROGEN IN RETURNABLE CYLINDERS]
																				[CSL/MAT/CNS/NITROGEN/33/2023][2023_CSL_167399_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Materials - CSL
12-Sep-2023 02:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[SUPPLY AND INSTALLATION]
																				[UM/EM2/CONT/SI/2023/30/T][2023_CSL_167250_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Utility and Maintenance - CSL||Electrical - CSL
11-Sep-2023 10:05 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:30 PM,"[Renewal of damaged foundation of the intermediate gate at 80m from aft end in Building Dock.]
																				[CSL/CIVIL/SD-VI/Renewal IG foundation-D II /2023/3][2023_CSL_162769_4]",Cochin Shipyard Limited||HQ CSL (Kochi)||Civil - CSL
07-Sep-2023 04:30 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[REPLACEMENT OF 4/HC BBT AT HC BAY OF HULL SHOP]
																				[UM/EM2/CONT/CAPEX/2023/27/T][2023_CSL_166872_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Utility and Maintenance - CSL||Electrical - CSL
25-Aug-2023 05:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,"[REPLACEMENT OF EW SWITCHBOARDS AT HC BAY OF HULL SHOP]
																				[UM/EM2/CONT/CAPEX/2023/28/T][2023_CSL_165595_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Utility and Maintenance - CSL||Electrical - CSL
25-Aug-2023 05:00 PM,25-Sep-2023 02:00 PM,26-Sep-2023 02:00 PM,"[Design, Supply Installation and Commissioning of Fire Detection System ]
																				[UM/ELEX/QTN/450/23-24 DATED 25.08.23][2023_CSL_165605_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Utility and Maintenance - CSL
24-Aug-2023 02:00 PM,20-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,"[UM/MRS/T/011/23-24]
																				[UM/MRS/T/011/23-24][2023_CSL_165459_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Utility and Maintenance - CSL||Electrical - CSL
17-Aug-2023 01:00 PM,19-Sep-2023 02:00 PM,20-Sep-2023 02:00 PM,"[Basic Design Office- Civil, Electrical, IT]
																				[Basic Design Office- Civil, Electrical, IT ][2023_CSL_164700_1]",Cochin Shipyard Limited||HQ CSL (Kochi)||Civil - CSL
16-Sep-2023 06:55 PM,03-Oct-2023 03:30 PM,04-Oct-2023 03:30 PM,"[EOI for High Pressure Autoclave with Gas Booster System]
																				[EOI-01/2023-24][2023_CSIR_167867_1]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||Purchase-IMMT - CSIR
16-Sep-2023 10:00 AM,23-Sep-2023 06:00 PM,25-Sep-2023 03:00 PM,"[Renovation of Electrical Meter Room incl. replacement of energy meter box, submain at B49 to B64 quarters and P and F of water closet to B49 to B64, B65 to B80 quarters and P and F of APP membrane on the terrace of E2 1 quarters at CFTRI, Mysuru]
																				[E/CW/009/1028/2023-24][2023_CSIR_167880_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||ESD-CFTRI - CSIR
16-Sep-2023 09:00 AM,22-Sep-2023 05:30 PM,25-Sep-2023 11:00 AM,"[Maintenance of damaged wall cladding at various locations in CDRI New Campus, Sitapur Road, Lucknow.]
																				[2/Civil/06/2023-Engg.][2023_CSIR_167805_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||ESD-CDRI - CSIR
16-Sep-2023 09:00 AM,21-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[Operations of Sewage Treatment Plant at CSIR-CLRI]
																				[9(12)/STP/Genl/2023][2023_CSIR_167875_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||ESD-CLRI - CSIR
15-Sep-2023 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:00 AM,"[Non-Comprehensive AMC of UV-VIS CARY 4000-5000-6000 Spectrometer]
																				[IMMT-P-AMC-04-2023][2023_CSIR_167674_1]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||Purchase-IMMT - CSIR
15-Sep-2023 06:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[Spare Parts of Control Valve]
																				[IIP/PUR/1/23-24/439/UWRD][2023_CSIR_167856_1]",Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
15-Sep-2023 06:00 PM,26-Sep-2023 10:00 AM,27-Sep-2023 10:00 AM,"[Providing and Fixing steel shed on store wings near ASCD lab]
																				[193(627)EST/2023-24][2023_CSIR_167869_1]",Council of Scientific and Industrial Research||CBRI-Roorkee - CSIR||ESD-CBRI - CSIR
15-Sep-2023 06:00 PM,21-Sep-2023 06:00 PM,22-Sep-2023 06:00 PM,"[NON-COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT FOR NITROGEN AIR ]
																				[19(15)/2023/PUR/S-38][2023_CSIR_167828_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
15-Sep-2023 06:00 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:30 PM,"[SITC of Fire Fighting and Fire Protection System at DG-1 Building of  CSIR - IGIB, Mathura Road, Delhi - 110025]
																				[IGIB/SC/DG-1/SITC of Fire System/2023-24][2023_CSIR_167860_1]",Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||ESD-IGIB - CSIR
15-Sep-2023 06:00 PM,25-Sep-2023 03:30 PM,26-Sep-2023 03:30 PM,"[Servicing of Raising Hearth Furnace]
																				[P/C/06/SG/SA(SO)/STE/23-24][2023_CSIR_167817_1]",Council of Scientific and Industrial Research||CGCRI-Kolkatta - CSIR||Purchase-CGCRI - CSIR
15-Sep-2023 06:00 PM,02-Oct-2023 03:00 PM,03-Oct-2023 03:00 PM,"[Tender for Selection of a professional and technically qualified agency for Operation and Maintenance of Common Incubation Centre at CSIR-CFTRI, Mysuru under PMFME Scheme for Coffee based products on revenue sharing basis]
																				[ CFTRI/PMFME/CIC/T/1B/2023-24 ][2023_CSIR_167872_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||ESD-CFTRI - CSIR
15-Sep-2023 06:00 PM,28-Sep-2023 03:00 PM,29-Sep-2023 03:00 PM,"[eTender for supply of PM Kit for Ultraflextreme Maldi MS System]
																				[4/7(22)2023-Pur.][2023_CSIR_167838_1]",Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR
15-Sep-2023 06:00 PM,16-Oct-2023 10:00 AM,17-Oct-2023 11:00 AM,"[Supply of UHV Sputtering Gun compatible with existing system, etc.]
																				[NAL/PUR/SED/003/23 (G)][2023_CSIR_167849_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
15-Sep-2023 06:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[SUPPLY OF CONSUMABLES FOR SHIMADZU HPLC]
																				[04(47)/2023-P][2023_CSIR_167857_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||Purchase-IIIM - CSIR
15-Sep-2023 06:00 PM,02-Oct-2023 03:00 PM,03-Oct-2023 03:00 PM,"[Tender for Selection of a professional and technically qualified agency for Operation and Maintenance of Common Incubation Centre at CSIR-CFTRI, Mysuru under PMFME Scheme for Banana based products on revenue sharing basis.]
																				[CFTRI/PMFME/CIC/T/1A/2023-24][2023_CSIR_167832_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||ESD-CFTRI - CSIR
15-Sep-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:00 PM,"[CAMC for Triple ToF 5600]
																				[CFTRI/80215/23-24][2023_CSIR_167848_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR
15-Sep-2023 06:00 PM,16-Oct-2023 10:00 AM,17-Oct-2023 11:00 AM,"[Supply of Turbo Molecular pump with controller and accessories]
																				[NAL/PUR/SED/013/23 (G)][2023_CSIR_167853_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
15-Sep-2023 05:30 PM,10-Oct-2023 02:30 PM,11-Oct-2023 02:30 PM,"[Supply and installation of Horizontal rectangular high pressure steam sterlizer Autoclave]
																				[11723/300823/1594/EQPT][2023_CSIR_167850_1]",Council of Scientific and Industrial Research||CCMB-Hyderabad - CSIR||Purchase-CCMB - CSIR
15-Sep-2023 05:00 PM,21-Sep-2023 05:00 PM,22-Sep-2023 05:00 PM,"[NON-COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT FOR 10KVA ONLINE ]
																				[19(13)/2023/PUR/S-37][2023_CSIR_167835_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
15-Sep-2023 05:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Rate Contract for 2023-24]
																				[IGIB/RC/2023-24/PW/02A][2023_CSIR_167852_1]",Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR
15-Sep-2023 04:00 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[18/AKS/PAC/(420)/2023-PB/T-102]
																				[18/AKS/PAC/(420)/2023-PB/T-102][2023_CSIR_167827_1]",Council of Scientific and Industrial Research||NPL New Delhi - CSIR||Purchase-NPL - CSIR
15-Sep-2023 04:00 PM,25-Sep-2023 09:00 AM,26-Sep-2023 09:00 AM,"[Supply, fixing, testing and commissioning of automatic fuel gauge for HSD tank, solar water heating system, BLDC fans, internal and external electrification works of the Institute area Jankipuram and old campus of CDRI]
																				[2/06/2023-Engg.][2023_CSIR_167814_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||ESD-CDRI - CSIR
15-Sep-2023 03:00 PM,27-Sep-2023 10:00 AM,29-Sep-2023 11:00 AM,"[Wireless Environmental Monitoring with Data Logger]
																				[4PI/PUR/2K23/075][2023_CSIR_167768_1]",Council of Scientific and Industrial Research||FPI-Bengaluru - CSIR
15-Sep-2023 02:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[Spare Parts of PSA system]
																				[IIP/PUR/1/23-24/376/UWRD/PO][2023_CSIR_167785_1]",Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
15-Sep-2023 01:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Rate Contract for 2023-24]
																				[IGIB/RC/2023-24/CR/43][2023_CSIR_167773_1]",Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR
15-Sep-2023 12:00 PM,28-Sep-2023 03:00 PM,29-Sep-2023 03:00 PM,"[eTender for Supply of RRHD Eclips Plus R and D consumables]
																				[4/7(11)2023-Pur./Re-eTender][2023_CSIR_167762_1]",Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR
15-Sep-2023 11:30 AM,06-Oct-2023 12:00 PM,07-Oct-2023 12:00 PM,"[Renovation and up gradation of Samvad conference hall at CSIR-CIMAP, Lucknow]
																				[68_062/853/2023-MP (Works)][2023_CSIR_167313_1]",Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||ESD- CIMAP - CSIR
15-Sep-2023 11:00 AM,01-Nov-2023 03:00 PM,02-Nov-2023 03:30 PM,"[CECRI/2023/12080 - Plasma cleaner]
																				[CECRI/2023/12080 - Plasma cleaner][2023_CSIR_167749_1]",Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR
15-Sep-2023 10:30 AM,04-Oct-2023 02:00 PM,05-Oct-2023 02:30 PM,"[UV VIS Spectrophotometer]
																				[CFTRI/82393/23-24][2023_CSIR_167710_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR
15-Sep-2023 09:00 AM,28-Sep-2023 10:00 AM,29-Sep-2023 11:00 AM,"[Struers make polishing plate]
																				[NAL/PUR/MSD/130/23][2023_CSIR_167734_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
15-Sep-2023 09:00 AM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[Spare Parts of Bomb Calorimeter]
																				[CIMFR/PUR/-3(7)2023][2023_CSIR_167751_1]",Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR||Purchase-CIMFR - CSIR
15-Sep-2023 09:00 AM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[Repairing of Four Channel Charge Amplifier]
																				[CIMFR/PUR-3(28)2023][2023_CSIR_167746_1]",Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR||Purchase-CIMFR - CSIR
15-Sep-2023 09:00 AM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[Spares parts of DSC Sample Carrier]
																				[CIMFR/PUR/3(06)2023][2023_CSIR_167736_1]",Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR||Purchase-CIMFR - CSIR
15-Sep-2023 09:00 AM,10-Oct-2023 11:00 AM,11-Oct-2023 11:00 AM,"[Contact Angle Optical Tensiometer with PC Set Up]
																				[CIMFR/PUR-9(1)2023][2023_CSIR_167695_1]",Council of Scientific and Industrial Research||CIMFR-Dhanbad - CSIR||Purchase-CIMFR - CSIR
14-Sep-2023 06:55 PM,25-Sep-2023 10:00 AM,26-Sep-2023 11:00 AM,"[AMC for (-20 deg C) walk in cold room installed at ACD phase I building etc.,]
																				[NAL/PUR/ELK/086/23(AMC)][2023_CSIR_167743_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
14-Sep-2023 06:30 PM,23-Sep-2023 12:00 PM,25-Sep-2023 09:00 AM,"[Spare for Monochromator for the equipment fiber loss Measurement system.]
																				[P/C/35/AD/SO(SB)/STE/23-24][2023_CSIR_167718_1]",Council of Scientific and Industrial Research||CGCRI-Kolkatta - CSIR||Purchase-CGCRI - CSIR
14-Sep-2023 06:00 PM,04-Oct-2023 10:00 AM,05-Oct-2023 10:30 AM,"[PUR/IMP/024/23]
																				[PUR/IMP/024/23][2023_CSIR_167665_1]",Council of Scientific and Industrial Research||NIIST-Thiruvanthapuram - CSIR||Purchase-NIIST - CSIR
14-Sep-2023 06:00 PM,05-Oct-2023 06:00 PM,06-Oct-2023 06:00 PM,"[Providing Specialized cleaning and allied services to CDRI laboratories including laboratory of animal facilities and housekeeping cleaning services to office premises]
																				[CSIR-CDRI Cleaning and Sanitation 2023-24 Genl][2023_CSIR_167705_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Admin-CDRI - CSIR
14-Sep-2023 06:00 PM,21-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[Procurement of Computer Software]
																				[CDRI/2023/IND72298][2023_CSIR_167649_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
14-Sep-2023 05:30 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:30 PM,"[CECRI 2023 14575 - AMC FOR STM / AFM]
																				[CECRI 2023 14575 - AMC FOR STM / AFM][2023_CSIR_167712_1]",Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR
14-Sep-2023 05:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[PUR/4/23-24/327/MRED/DG/PO]
																				[PUR/4/23-24/327/MRED/DG/PO][2023_CSIR_167659_1]",Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
14-Sep-2023 05:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 05:00 PM,"[Chebulinic acid enriched fraction 90 Days Repeat Dose Toxicity GLP Study with 28 days reversal and toxicokinetics]
																				[2023_CSIR_147644_1][2023_CSIR_167639_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
14-Sep-2023 05:00 PM,21-Sep-2023 02:30 PM,22-Sep-2023 03:00 PM,"[Spare Parts/Consumables for differential Scanning TA Instruments Model No.973001.901 Sr. No DSC201469]
																				[CDRI/2023/IND72139][2023_CSIR_167678_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
14-Sep-2023 05:00 PM,22-Sep-2023 05:00 PM,25-Sep-2023 11:00 AM,"[Comprehensive Annual Maintenance Contract of New Lecture hall Air Conditioning plant at CSIR-IICT, Hyderabad.]
																				[ESD/ACR/L-311/2023][2023_CSIR_167699_1]",Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||ESD-IICT - CSIR
14-Sep-2023 05:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 05:00 PM,"[Specialized Clinical Trial Associated Services]
																				[CDRI/2023/9/GLP Study/Picroliv13 ][2023_CSIR_167685_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
14-Sep-2023 04:15 PM,09-Oct-2023 11:30 AM,10-Oct-2023 11:40 AM,"[Developing Transgenic Glass House at CSIR-CIMAP, Lucknow.]
																				[68_071/862/2023-MP(Works)][2023_CSIR_167617_1]",Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||ESD- CIMAP - CSIR
14-Sep-2023 04:00 PM,18-Oct-2023 03:00 PM,19-Oct-2023 03:30 PM,"[CECRI 2023 15189 - FUME EXTRACTION FURNACE]
																				[CECRI 2023 15189 - FUME EXTRACTION FURNACE][2023_CSIR_167682_1]",Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR
